ticker,company_name,sector,year,S_stated,A_density,A_explicit,A_dei_qual,A_targets,A_actual,S_pct,A_pct,gap,authenticity,alignment_category
BKNG,Booking Holdings Inc.,Consumer Discretionary,2022,0.0,0.5556666666666668,1,0.0,0,0.3889166666666667,14.130434782608695,47.82608695652174,33.69565217391305,66.30434782608695,STEALTH (under-claim)
BKNG,Booking Holdings Inc.,Consumer Discretionary,2023,0.0,0.08266666666666667,1,0.0,0,0.27066666666666667,20.0,17.77777777777778,-2.2222222222222214,97.77777777777777,ALIGNED
BKNG,Booking Holdings Inc.,Consumer Discretionary,2024,0.3333333333333333,0.48666666666666664,1,0.0,0,0.37166666666666665,56.97674418604651,60.46511627906976,3.4883720930232514,96.51162790697674,ALIGNED
HD,The Home Depot Inc.,Consumer Discretionary,2016,0.3333333333333333,0.9966666666666666,1,0.5,0,0.6241666666666666,62.5,100.0,37.5,62.5,STEALTH (under-claim)
HD,The Home Depot Inc.,Consumer Discretionary,2017,0.3333333333333333,0.629,1,0.5,0,0.53225,62.82051282051282,97.43589743589743,34.61538461538461,65.38461538461539,STEALTH (under-claim)
HD,The Home Depot Inc.,Consumer Discretionary,2018,0.6666666666666666,0.027666666666666666,1,0.5,0,0.3819166666666667,87.77777777777777,75.55555555555556,-12.222222222222214,87.77777777777779,ALIGNED
HD,The Home Depot Inc.,Consumer Discretionary,2019,0.3333333333333333,0.23766666666666666,1,0.5,0,0.4344166666666667,58.88888888888889,82.22222222222221,23.33333333333332,76.66666666666669,STEALTH (under-claim)
HD,The Home Depot Inc.,Consumer Discretionary,2020,0.6666666666666666,0.14433333333333334,1,0.0,0,0.28608333333333336,82.6086956521739,43.47826086956522,-39.13043478260869,60.86956521739131,GREENWASH-RISK (over-claim)
HD,The Home Depot Inc.,Consumer Discretionary,2021,0.6666666666666666,0.6903333333333334,1,0.5,0,0.5475833333333333,84.0909090909091,90.9090909090909,6.818181818181813,93.18181818181819,ALIGNED
HD,The Home Depot Inc.,Consumer Discretionary,2022,1.0,0.356,1,0.5,0,0.46399999999999997,92.3913043478261,67.3913043478261,-25.0,75.0,GREENWASH-RISK (over-claim)
HD,The Home Depot Inc.,Consumer Discretionary,2023,0.6666666666666666,0.2603333333333333,1,0.5,0,0.4400833333333333,78.88888888888889,71.11111111111111,-7.7777777777777715,92.22222222222223,ALIGNED
HD,The Home Depot Inc.,Consumer Discretionary,2024,0.6666666666666666,1.0,1,0.0,0,0.5,88.37209302325581,89.53488372093024,1.1627906976744242,98.83720930232558,ALIGNED
LOW,Lowe's Companies Inc.,Consumer Discretionary,2020,0.3333333333333333,0.11833333333333333,1,0.0,0,0.27958333333333335,56.52173913043478,39.130434782608695,-17.391304347826086,82.6086956521739,GREENWASH-RISK (over-claim)
LOW,Lowe's Companies Inc.,Consumer Discretionary,2021,0.0,0.6436666666666666,1,0.0,0,0.41091666666666665,23.863636363636363,54.54545454545454,30.681818181818176,69.31818181818183,STEALTH (under-claim)
LOW,Lowe's Companies Inc.,Consumer Discretionary,2022,0.3333333333333333,0.46033333333333337,1,0.0,0,0.3650833333333333,46.73913043478261,41.30434782608695,-5.434782608695656,94.56521739130434,ALIGNED
LOW,Lowe's Companies Inc.,Consumer Discretionary,2023,0.0,0.4126666666666667,1,0.0,0,0.3531666666666667,20.0,48.888888888888886,28.888888888888886,71.11111111111111,STEALTH (under-claim)
LOW,Lowe's Companies Inc.,Consumer Discretionary,2024,0.0,0.825,1,0.0,0,0.45625,18.6046511627907,79.06976744186046,60.46511627906976,39.53488372093024,STEALTH (under-claim)
MCD,McDonald's Corporation,Consumer Discretionary,2016,0.0,0.0,1,0.0,0,0.25,22.5,28.749999999999996,6.2499999999999964,93.75,ALIGNED
MCD,McDonald's Corporation,Consumer Discretionary,2017,0.3333333333333333,0.044000000000000004,1,0.5,0,0.386,62.82051282051282,79.48717948717949,16.66666666666667,83.33333333333333,STEALTH (under-claim)
MCD,McDonald's Corporation,Consumer Discretionary,2018,0.3333333333333333,0.20466666666666666,1,0.0,0,0.3011666666666667,65.55555555555556,51.11111111111111,-14.44444444444445,85.55555555555554,ALIGNED
MCD,McDonald's Corporation,Consumer Discretionary,2019,0.3333333333333333,0.05466666666666666,1,0.0,0,0.26366666666666666,58.88888888888889,37.77777777777778,-21.111111111111114,78.88888888888889,GREENWASH-RISK (over-claim)
MCD,McDonald's Corporation,Consumer Discretionary,2020,0.0,0.23233333333333334,1,0.5,0,0.4330833333333333,21.73913043478261,73.91304347826086,52.17391304347825,47.82608695652175,STEALTH (under-claim)
MCD,McDonald's Corporation,Consumer Discretionary,2021,0.0,0.367,1,0.5,0,0.46675,23.863636363636363,68.18181818181817,44.31818181818181,55.68181818181819,STEALTH (under-claim)
MCD,McDonald's Corporation,Consumer Discretionary,2023,0.0,0.263,1,0.5,0,0.44075,20.0,73.33333333333333,53.33333333333333,46.66666666666667,STEALTH (under-claim)
MCD,McDonald's Corporation,Consumer Discretionary,2024,0.0,0.33866666666666667,1,0.5,0,0.45966666666666667,18.6046511627907,83.72093023255815,65.11627906976744,34.883720930232556,STEALTH (under-claim)
NKE,Nike Inc.,Consumer Discretionary,2016,0.6666666666666666,0.08733333333333333,1,0.0,0,0.2718333333333333,91.25,50.0,-41.25,58.75,GREENWASH-RISK (over-claim)
NKE,Nike Inc.,Consumer Discretionary,2017,0.6666666666666666,0.087,1,0.0,0,0.27175,91.02564102564102,58.97435897435898,-32.051282051282044,67.94871794871796,GREENWASH-RISK (over-claim)
NKE,Nike Inc.,Consumer Discretionary,2018,0.6666666666666666,0.058,1,0.0,0,0.2645,87.77777777777777,33.33333333333333,-54.44444444444444,45.55555555555556,GREENWASH-RISK (over-claim)
NKE,Nike Inc.,Consumer Discretionary,2019,0.6666666666666666,0.12466666666666668,1,0.0,0,0.2811666666666667,85.55555555555556,53.333333333333336,-32.22222222222222,67.77777777777777,GREENWASH-RISK (over-claim)
NKE,Nike Inc.,Consumer Discretionary,2020,0.6666666666666666,0.364,1,0.5,0,0.46599999999999997,82.6086956521739,84.78260869565217,2.173913043478265,97.82608695652173,ALIGNED
NKE,Nike Inc.,Consumer Discretionary,2021,0.6666666666666666,0.42533333333333334,1,1.0,0,0.6063333333333334,84.0909090909091,93.18181818181817,9.09090909090908,90.90909090909092,ALIGNED
NKE,Nike Inc.,Consumer Discretionary,2022,0.6666666666666666,0.255,1,0.5,0,0.43875,75.0,63.04347826086957,-11.95652173913043,88.04347826086956,ALIGNED
ORLY,O'Reilly Automotive Inc.,Consumer Discretionary,2016,0.0,0.051666666666666666,0,0.0,0,0.012916666666666667,22.5,5.0,-17.5,82.5,GREENWASH-RISK (over-claim)
ORLY,O'Reilly Automotive Inc.,Consumer Discretionary,2017,0.0,0.04933333333333333,0,0.0,0,0.012333333333333333,23.076923076923077,2.564102564102564,-20.51282051282051,79.48717948717949,GREENWASH-RISK (over-claim)
ORLY,O'Reilly Automotive Inc.,Consumer Discretionary,2018,0.0,0.058666666666666666,0,0.0,0,0.014666666666666666,26.666666666666668,4.444444444444445,-22.22222222222222,77.77777777777777,GREENWASH-RISK (over-claim)
ORLY,O'Reilly Automotive Inc.,Consumer Discretionary,2019,0.0,0.04933333333333333,0,0.0,0,0.012333333333333333,23.333333333333332,4.444444444444445,-18.888888888888886,81.11111111111111,GREENWASH-RISK (over-claim)
ORLY,O'Reilly Automotive Inc.,Consumer Discretionary,2020,0.0,0.044000000000000004,1,0.0,0,0.261,21.73913043478261,28.26086956521739,6.521739130434781,93.47826086956522,ALIGNED
ORLY,O'Reilly Automotive Inc.,Consumer Discretionary,2021,0.0,0.20500000000000002,1,0.0,0,0.30125,23.863636363636363,38.63636363636363,14.77272727272727,85.22727272727273,ALIGNED
